"","x","y"
"spot1501",24.4742710376158,34.8400761839002
"spot1502",14.026362192817,57.2053861804307
"spot1503",35.8927710796706,49.9008006416261
"spot1504",39.0332992188632,51.4004081021994
"spot1505",2.8116162866354,44.1419095732272
"spot1506",29.4424192165025,22.5103050703183
"spot1507",20.6247581518255,80.0700675230473
"spot1508",36.0339894425124,85.618506395258
"spot1509",10.844216204714,32.0341994054615
"spot1511",33.8976452709176,36.2487607402727
"spot1513",10.6165441335179,29.6310510952026
"spot1514",25.6755113834515,22.5516159785911
"spot1515",23.8716669031419,37.9038823768497
"spot1516",0.620917696505785,67.0857669785619
"spot1517",11.8785948376171,77.8379599330947
"spot1518",29.1435933322646,96.9999960390851
"spot1519",48.0771538685076,22.6377814309672
"spot1521",23.2466777320951,52.0293713547289
"spot1522",38.0148128024302,80.1468423102051
"spot1523",26.02752285311,55.2263109013438
"spot1524",5.17324799438938,50.2623184351251
"spot1525",14.3923473544419,71.8444638652727
"spot1526",6.82599226711318,81.0674732783809
"spot1527",42.9970134049654,97.203215979971
"spot1529",12.3010098934174,34.6424332354218
"spot1530",10.5554769630544,95.1369826914743
"spot1532",21.2823884910904,61.9079549331218
"spot1535",29.2077452293597,22.87046413403
"spot1537",11.5092599531636,76.5204508090392
"spot1538",21.4317635982297,28.5053241532296
"spot1539",13.5379215120338,92.9964263923466
"spot1540",5.04685249179602,42.42322165519
"spot1541",45.7660457352176,51.2064194772393
"spot1542",15.1309032924473,69.4769031601027
"spot1543",43.6909455573186,62.2253875015303
"spot1544",27.2237044991925,36.6956507554278
"spot1546",16.0122116678394,95.5967471236363
"spot1547",2.32429346069694,33.50707993377
"spot1548",12.0206008665264,37.6341665629297
"spot1549",27.5401550577953,93.5825984925032
"spot1550",44.1495872917585,72.8995374636725
"spot1551",47.3750456236303,59.0545006794855
"spot1552",36.7751571699046,53.0520961852744
"spot1553",36.3311243942007,89.9585771607235
"spot1554",8.95282060373574,56.4259114442393
"spot1555",22.8566007921472,60.5833684327081
"spot1556",11.2168338266201,40.5814440688118
"spot1557",11.7668336373754,34.1545919887722
"spot1560",16.6199428844266,77.3358321515843
"spot1562",23.121886793524,73.742268816568
"spot1563",31.2219396582805,24.9932532664388
"spot1564",30.5328926304355,51.8162563908845
"spot1565",40.5573441297747,76.5874720411375
"spot1566",28.569582127966,75.1314231194556
"spot1567",9.3864789349027,60.8199877897277
"spot1568",42.2126940917224,62.7345607616007
"spot1570",5.35994678502902,76.4522043289617
"spot1571",0.150252191815525,25.218709744513
"spot1572",39.7243556799367,95.038333022967
"spot1573",37.1635579271242,90.7395998714492
"spot1574",34.9922623601742,76.5621595317498
"spot1576",34.7675316734239,84.4542805571109
"spot1577",0.4522331408225,81.6436856752262
"spot1579",26.489437406417,50.4233728628606
"spot1580",28.1590034719557,96.1009746184573
"spot1581",11.9518994353712,22.3053572932258
"spot1582",4.16133640101179,85.9655602835119
"spot1583",24.2927040206268,27.5388243142515
"spot1584",32.8544313786551,50.2202180447057
"spot1585",18.9938749652356,57.2836501756683
"spot1586",13.7883304618299,94.2673977231607
"spot1587",43.4158614370972,52.5917944032699
"spot1588",18.4731250395998,96.1242144461721
"spot1590",15.1409102603793,37.6182601088658
"spot1592",46.0662695579231,38.6222993256524
"spot1594",30.892931658309,71.3005200494081
"spot1595",20.8208361873403,85.2532799355686
"spot1596",36.9600399397314,39.4098249962553
"spot1597",11.5605902043171,57.2423399891704
"spot1598",29.3856820790097,66.5517727378756
"spot1599",35.8345865271986,36.6711593000218
"spot1600",47.7709465427324,41.3839786080644
"spot1601",92.2198503278196,29.3297401163727
"spot1602",75.5015182658099,32.4150225147605
"spot1603",53.2661576522514,31.2714598141611
"spot1604",91.99821902439,63.5477204108611
"spot1605",87.4122090172023,97.7725703967735
"spot1606",80.2625234355219,54.4342174893245
"spot1607",76.2977269478142,83.1860303413123
"spot1608",87.5020977342501,83.1532843410969
"spot1609",97.0112305367365,21.9126723706722
"spot1610",57.3984755203128,65.4397287406027
"spot1612",97.9771640151739,82.9786405432969
"spot1613",57.1921435766853,88.5859178146347
"spot1614",62.0884207077324,69.5371931185946
"spot1616",85.3391577606089,55.0050219055265
"spot1617",74.3549167877063,40.1943828677759
"spot1618",54.1594262700528,43.5593604575843
"spot1619",63.2400506641716,79.7006889712065
"spot1620",79.2995244381018,58.3150773309171
"spot1621",70.2310849563219,60.8806962380186
"spot1622",94.5249263197184,65.9319009166211
"spot1623",97.922162245959,40.3370358748361
"spot1624",56.3986091990955,80.9002654394135
"spot1625",51.2194958981127,85.5766929686069
"spot1626",51.7449239036068,20.5014050472528
"spot1627",73.3685295912437,23.0348226148635
"spot1628",56.768059975002,32.4888569768518
"spot1629",76.6671143821441,91.415261500515
"spot1631",88.2147128577344,33.8928599841893
"spot1633",77.799569722265,52.3857221705839
"spot1634",56.7317267763428,84.4249668298289
"spot1636",71.2271387921646,68.1837358046323
"spot1638",68.5244742548093,38.1463966099545
"spot1639",94.8569823987782,42.7586283767596
"spot1640",71.1366194533184,69.6642388124019
"spot1641",59.9473972688429,43.1854690890759
"spot1643",66.2063243449666,30.342486104928
"spot1644",89.5434557111003,49.1017496213317
"spot1645",64.1676506726071,26.8716474762186
"spot1646",67.9894848144613,80.7814922416583
"spot1647",60.9864565660246,21.9740980071947
"spot1648",57.4050613678992,65.5277065467089
"spot1649",94.570790079888,61.1670921323821
"spot1651",73.162421642337,94.4339333334938
"spot1652",75.6057570804842,53.8199235452339
"spot1653",54.6567526762374,28.0578302918002
"spot1654",77.4111988255754,58.0470248125494
"spot1655",52.4720693822019,84.512434550561
"spot1656",79.6580920112319,23.7499121809378
"spot1657",87.9122455837205,23.0755382450297
"spot1659",70.3846278134733,31.4102337928489
"spot1661",54.8275143839419,54.8583565978333
"spot1662",94.5478459587321,70.1730425935239
"spot1663",91.4528541732579,31.7571451188996
"spot1664",94.3160595255904,51.2816564878449
"spot1665",97.9262309730984,62.4552676221356
"spot1666",66.3418308249675,86.8234073277563
"spot1667",81.116002833005,40.3516395017505
"spot1668",80.3776070824824,96.4798519620672
"spot1669",73.934780806303,93.9296721480787
"spot1671",82.2010085918009,88.2955199107528
"spot1672",71.1758495424874,20.0465741101652
"spot1673",94.5720053045079,51.1914154980332
"spot1674",78.0476540210657,77.4723661830649
"spot1676",84.6630504587665,21.291025262326
"spot1677",72.8402719716541,32.2055988712236
"spot1678",89.4798658206128,47.0887416275218
"spot1679",80.0130945746787,20.130380266346
"spot1680",90.4577287146822,43.0177442729473
"spot1681",55.5440889904276,90.106959012337
"spot1683",58.3635725546628,24.7538092313334
"spot1684",69.4427813636139,65.9434007713571
"spot1685",66.0562561242841,64.4745595986024
"spot1686",54.3392356834374,99.1962649393827
"spot1687",67.6322219660506,39.7385978838429
"spot1689",67.6544327056035,40.7763770548627
"spot1691",68.2963486760855,62.5023382948712
"spot1692",59.6802588202991,90.7004822976887
"spot1695",89.961904392112,29.7608339693397
"spot1696",75.4193485830911,55.1152689149603
"spot1698",87.9164994577877,49.1290642647073
"spot1699",95.1045623398386,38.199844583869
"spot1701",134.488547081128,34.4622984761372
"spot1702",197.166127804667,72.2273637773469
"spot1703",155.551983159967,50.9358263574541
"spot1704",103.376897983253,52.8020635945722
"spot1705",139.102932577953,66.0824728198349
"spot1706",191.515675839037,33.0712051829323
"spot1707",166.650001518428,42.8224543808028
"spot1708",167.059981543571,29.846357437782
"spot1709",199.788320926018,26.2721068924293
"spot1710",183.038017968647,95.8365118829533
"spot1711",169.957193662412,55.8784427586943
"spot1712",192.715444765054,78.3524825004861
"spot1713",134.686281136237,36.6218144539744
"spot1714",156.90286369063,76.2436408316717
"spot1717",194.297383562662,92.3179289558902
"spot1718",111.604205495678,31.0262522427365
"spot1719",191.435352619737,62.4335564440116
"spot1720",159.995967452414,83.1098792143166
"spot1722",189.774996880442,33.3584781968966
"spot1725",110.20060130395,46.2652866495773
"spot1726",162.200777651742,93.4396326541901
"spot1727",145.011388137937,56.6049982327968
"spot1728",136.939672823064,37.8123612608761
"spot1729",191.787224495783,80.1063932012767
"spot1730",175.552184483968,85.9815373085439
"spot1731",162.627502600662,51.5462555689737
"spot1733",125.274164951406,36.6356642451137
"spot1735",173.881413415074,63.9620824716985
"spot1736",142.618022719398,77.4807574693114
"spot1737",146.216230001301,42.3975059995428
"spot1738",180.961078987457,49.912397377193
"spot1740",141.617717244662,45.258720475249
"spot1742",154.365149070509,72.4048780743033
"spot1744",150.852042902261,62.934179790318
"spot1745",125.732716079801,91.3320640334859
"spot1746",137.863244442269,86.7948477854952
"spot1747",182.759626209736,96.135355415754
"spot1748",178.460957878269,54.4637012528256
"spot1749",166.307984897867,46.2340301834047
"spot1750",154.734609625302,45.9493591915816
"spot1751",161.705725779757,24.1087406640872
"spot1752",151.693037711084,68.0980905890465
