"","x","y"
"spot501",56.3621509354562,122.394126816653
"spot502",95.9313649684191,81.525474623777
"spot503",75.3340611467138,132.382347108796
"spot504",70.0304814847186,92.5892596598715
"spot505",64.4297223654576,81.7239885916933
"spot506",72.8819066425785,101.742739486508
"spot507",59.9396024830639,146.992076700553
"spot508",87.0952624245547,142.15509921778
"spot509",84.2828617664054,78.6182565614581
"spot510",64.4461985561065,67.2851903131232
"spot511",59.7850674297661,137.813569395803
"spot512",73.594846110791,121.854018117301
"spot513",66.3429922075011,113.577559799887
"spot514",51.1417126981542,107.728047901765
"spot515",56.0439766617492,62.4517205869779
"spot516",99.1499485680833,60.5344605399296
"spot517",74.0823155734688,137.548532290384
"spot518",77.4632260901853,135.271283774637
"spot519",76.8109583645128,101.273167785257
"spot520",70.7663985202089,128.640260919929
"spot521",63.1755559123121,145.578756509349
"spot522",97.7982936077751,85.8262064633891
"spot523",87.6325777964666,113.223982066847
"spot524",80.6255231960677,72.7632203372195
"spot525",70.5556019558571,57.1268383879215
"spot526",84.9327054456808,144.31183305569
"spot527",74.1986667504534,54.2293921811506
"spot528",96.8649354763329,99.0915334550664
"spot529",80.5655209813267,130.404008924961
"spot530",72.7983947959729,101.607444114052
"spot531",93.1093208375387,117.291242443025
"spot532",56.938484380953,88.3477912284434
"spot533",88.8936053961515,136.607300490141
"spot534",98.805149353575,85.3090462740511
"spot535",68.4116459568031,114.896202646196
"spot536",95.5504975281656,57.0753597654402
"spot537",77.0683690789156,128.803315921687
"spot538",56.5048855612986,86.5607326384634
"spot539",84.5394588191994,72.7663042489439
"spot540",53.9049081737176,61.9391219457611
"spot541",76.6831131651998,106.710790563375
"spot542",70.8112956606783,103.713388321921
"spot543",74.2851530900225,63.866447773762
"spot544",65.0936124264263,92.5280003342777
"spot545",81.5866424585693,92.1414946438745
"spot546",79.6724921790883,128.39255570434
"spot547",81.2914662063122,136.809976771474
"spot548",79.7607393353246,111.068717786111
"spot549",58.0571884755045,112.003761017695
"spot550",67.8880035178736,95.6993760773912
"spot551",91.8111646082252,117.855819920078
"spot552",52.5749416439794,134.312174445949
"spot553",63.732868921943,113.053026143461
"spot554",92.9394590784796,114.683987689205
"spot555",80.8386224205606,109.214895032346
"spot556",69.9289427371696,95.8783922018483
"spot557",54.5707518584095,148.019365291111
"spot558",57.9815535224043,74.6010734466836
"spot559",66.890295536723,119.540910352953
"spot560",65.7799732987769,142.559825791977
"spot561",57.7696227701381,50.7748370291665
"spot562",80.4036775720306,81.8694698624313
"spot563",63.4395959903486,145.228863693774
"spot564",54.8145022010431,139.214453147724
"spot565",70.5048567266203,121.299103437923
"spot566",63.4312101406977,127.583722840063
"spot567",87.9278525826521,101.280487608165
"spot568",85.6513609760441,113.600447936915
"spot569",72.9080541990697,139.123513456434
"spot570",67.1737577067688,130.993370548822
"spot571",54.4586247066036,77.4644165998325
"spot572",77.8470813529566,132.129982090555
"spot573",82.2748877806589,101.637338963337
"spot574",78.9878999697976,87.018285272643
"spot575",57.6027529197745,99.2032016860321
"spot576",74.5212420355529,102.478962740861
"spot577",85.8389625209384,123.523128358647
"spot578",54.0335855330341,93.5551793547347
"spot579",51.1675320914946,102.699948754162
"spot580",96.2078644544818,53.6726181628183
"spot581",93.2925264001824,135.558218578808
"spot582",55.830434022937,58.4632352693006
"spot583",70.1160666067153,132.036090781912
"spot584",54.2049901443534,124.390791472979
"spot585",96.6446165810339,122.913273307495
"spot586",63.1446098675951,123.30559939146
"spot587",95.6965365097858,96.7852896312252
"spot588",57.8100150916725,76.2008090969175
"spot589",98.4500290593132,101.848034677096
"spot590",59.9723470513709,96.1218213429675
"spot591",95.3466722159646,97.2358703613281
"spot592",60.9231870621443,134.324427461252
"spot593",54.9967617145739,70.776579156518
"spot594",92.2400307492353,66.1867857212201
"spot595",86.3602025667205,110.883973585442
"spot596",98.9293787977658,55.3548427531496
"spot597",86.7115432512946,61.7761934874579
"spot598",75.2949605579488,117.195339570753
"spot599",64.0575217548758,114.646379463375
"spot600",54.1831716545857,149.848014838062
"spot601",114.139739563689,90.7053129514679
"spot602",139.145767118316,100.205165776424
"spot603",113.22105290601,73.8383470103145
"spot604",108.064050436951,61.4297161344439
"spot605",131.991309917066,120.264176512137
"spot606",103.272478259169,138.684603036381
"spot607",122.852059570141,51.5395825728774
"spot608",107.066241081338,142.736577894539
"spot609",140.09072574554,141.044557932764
"spot610",146.17204698734,112.131842342205
"spot611",101.300611940678,83.7472172454
"spot612",120.904090756085,69.125068327412
"spot613",140.314540162217,143.472772021778
"spot614",126.277509878855,143.745100870728
"spot615",127.229194703978,70.8231391618028
"spot616",113.865832518786,126.826975215226
"spot617",145.464913360775,88.4988951962441
"spot618",104.422134836204,149.308181251399
"spot619",138.209344365168,80.5719992611557
"spot620",142.519161652308,67.4467392498627
"spot621",101.626357634086,107.706315605901
"spot622",133.418651495595,95.8409630926326
"spot623",112.591749441344,98.673485359177
"spot624",103.857469046488,65.8199222758412
"spot625",104.869370569941,118.458886188455
"spot626",114.254195615649,91.5162186371163
"spot627",120.900301414076,69.9333753203973
"spot628",115.431645722128,106.75166840665
"spot629",118.728356214706,123.377089435235
"spot630",143.445752409752,122.290418460034
"spot631",120.255798858125,144.594811368734
"spot632",119.164336519316,140.471592289396
"spot633",137.152532325126,84.0205223066732
"spot634",137.915580335539,64.0395495342091
"spot635",116.217531496659,123.270503035747
"spot636",100.920651562046,88.1046825088561
"spot637",142.397639015689,93.0334277451038
"spot638",103.186474659014,62.5538373133168
"spot639",113.111228775233,125.238714646548
"spot640",115.084636444226,136.350512318313
"spot641",101.383226970211,123.877385398373
"spot642",136.15804691799,134.878960973583
"spot643",123.421898565721,95.6508175004274
"spot644",125.993931561243,138.586650858633
"spot645",134.218987845816,105.292251659557
"spot646",112.834564247169,119.991862401366
"spot647",125.525902782101,70.7774612819776
"spot648",131.483278155793,146.768189081922
"spot649",100.894028274342,126.664239843376
"spot650",108.962647977751,67.8216166561469
"spot651",108.342215814628,84.0578552801162
"spot652",139.776557381265,130.774299311452
"spot653",122.261973668355,79.1912118205801
"spot654",139.134201733395,120.55447360035
"spot655",126.666268531699,128.170155105181
"spot656",102.457776071969,103.726334730163
"spot657",126.923479803372,88.7448819587007
"spot658",120.010435744189,100.895404722542
"spot659",127.345851587597,70.9702481981367
"spot660",139.605372410733,133.12596231699
"spot661",126.17665611906,62.2830834705383
"spot662",147.590060776565,83.8182649109513
"spot663",112.838693894446,57.0554189616814
"spot664",116.585640760604,126.848401292227
"spot665",121.208203292917,106.494344468229
"spot666",130.141791328788,92.6677781157196
"spot667",105.433859524783,55.9138626558706
"spot668",101.526970160194,148.207444278523
"spot669",104.781232273672,134.670111350715
"spot670",107.365619379561,78.6333884578198
"spot671",136.889478610829,70.422392943874
"spot672",117.295176885091,142.109981854446
"spot673",125.862583948765,121.674324339256
"spot674",117.422847577836,97.072570072487
"spot675",135.965868039057,69.8262170422822
"spot676",143.625146744307,58.6861677933484
"spot677",149.982769368216,117.832777416334
"spot678",114.301197091118,82.4635012773797
"spot679",116.777057060972,112.573910364881
"spot680",118.946750357281,105.432239035144
"spot681",135.475359798875,142.197349807248
"spot682",132.011022348888,106.099008303136
"spot683",146.9155215309,103.142987377942
"spot684",146.534918004181,56.8703922908753
"spot685",127.788915752899,79.0794573258609
"spot686",101.779203570914,107.126108137891
"spot687",144.587104290258,74.5458871126175
"spot688",119.65693217935,91.8123592389748
"spot689",125.428266322706,61.4836031571031
"spot690",113.70876939036,92.7295360947028
"spot691",115.564171818551,60.0160111207515
"spot692",139.819218730554,95.5868599470705
"spot693",101.594886695966,106.865403964184
"spot694",110.732543549966,87.7571237972006
"spot695",134.728826838546,133.701428305358
"spot696",131.199004687369,92.3464473569766
"spot697",112.384447350632,125.550607242621
"spot698",119.037863740232,50.8623409783468
"spot699",118.26855976833,89.0705446712673
"spot700",119.33269626461,132.413125946186
"spot701",215.677747339942,55.0202605081722
"spot702",182.589481957257,92.6795194856822
"spot703",233.86994455941,91.5755383204669
"spot704",214.79232260026,90.8719931030646
"spot705",152.067767409608,99.1541614988819
"spot706",177.952263690531,123.435425455682
"spot707",164.767001057044,77.3126920918003
"spot708",223.252052231692,104.185839183629
"spot709",211.7760527879,70.9216980729252
"spot710",175.21872355137,82.8608362236992
"spot711",249.325618008152,105.800571897998
"spot712",169.393148226663,137.046120385639
"spot713",179.042851855047,83.6327733937651
"spot714",234.439700655639,52.5418868521228
"spot715",201.00303653162,67.4852370284498
"spot716",156.532315304503,107.077392516658
"spot717",233.99643804878,106.578869046643
"spot718",224.824418034405,146.922787674703
"spot719",210.525046871044,60.2040634024888
"spot720",202.595453895628,132.249232777394
"spot721",225.0041954685,53.1673237681389
"spot722",244.022461073473,139.517907681875
"spot723",164.796951040626,114.55257285852
"spot724",242.323321732692,99.9120080610737
"spot725",245.954328030348,93.5433325590566
