,sample,spot_name,cluster
0,slice1,spot1,3
1,slice1,spot2,3
2,slice1,spot3,3
3,slice1,spot4,4
4,slice1,spot5,4
5,slice1,spot6,4
6,slice1,spot7,2
7,slice1,spot8,2
8,slice1,spot9,2
9,slice1,spot10,4
10,slice1,spot11,2
11,slice1,spot12,4
12,slice1,spot13,3
13,slice1,spot14,2
14,slice1,spot15,2
15,slice1,spot16,2
16,slice1,spot17,2
17,slice1,spot18,2
18,slice1,spot19,2
19,slice1,spot20,4
20,slice1,spot21,2
21,slice1,spot22,4
22,slice1,spot23,4
23,slice1,spot24,3
24,slice1,spot25,0
25,slice1,spot26,2
26,slice1,spot27,2
27,slice1,spot28,4
28,slice1,spot29,4
29,slice1,spot30,4
30,slice1,spot31,0
31,slice1,spot32,4
32,slice1,spot33,2
33,slice1,spot34,2
34,slice1,spot35,2
35,slice1,spot36,2
36,slice1,spot37,4
37,slice1,spot38,2
38,slice1,spot39,0
39,slice1,spot40,4
40,slice1,spot41,2
41,slice1,spot42,4
42,slice1,spot43,2
43,slice1,spot44,2
44,slice1,spot45,0
45,slice1,spot46,3
46,slice1,spot47,4
47,slice1,spot48,2
48,slice1,spot49,2
49,slice1,spot50,4
50,slice1,spot51,2
51,slice1,spot52,4
52,slice1,spot53,4
53,slice1,spot54,2
54,slice1,spot55,2
55,slice1,spot56,4
56,slice1,spot57,3
57,slice1,spot58,2
58,slice1,spot59,2
59,slice1,spot60,4
60,slice1,spot61,4
61,slice1,spot62,3
62,slice1,spot63,4
63,slice1,spot64,4
64,slice1,spot65,4
65,slice1,spot66,0
66,slice1,spot67,4
67,slice1,spot68,3
68,slice1,spot69,0
69,slice1,spot70,2
70,slice1,spot71,2
71,slice1,spot72,4
72,slice1,spot73,4
73,slice1,spot74,0
74,slice1,spot75,2
75,slice1,spot76,4
76,slice1,spot77,2
77,slice1,spot78,2
78,slice1,spot79,3
79,slice1,spot80,2
80,slice1,spot81,0
81,slice1,spot82,2
82,slice1,spot83,0
83,slice1,spot84,2
84,slice1,spot85,2
85,slice1,spot86,4
86,slice1,spot87,0
87,slice1,spot88,4
88,slice1,spot89,4
89,slice1,spot90,2
90,slice1,spot91,2
91,slice1,spot92,4
92,slice1,spot93,2
93,slice1,spot94,2
94,slice1,spot95,2
95,slice1,spot96,2
96,slice1,spot97,2
97,slice1,spot98,2
98,slice1,spot99,2
99,slice1,spot100,2
100,slice1,spot101,2
101,slice1,spot102,4
102,slice1,spot103,4
103,slice1,spot104,0
104,slice1,spot105,4
105,slice1,spot106,4
106,slice1,spot107,2
107,slice1,spot108,0
108,slice1,spot109,2
109,slice1,spot110,4
110,slice1,spot111,4
111,slice1,spot112,3
112,slice1,spot113,4
113,slice1,spot114,2
114,slice1,spot115,1
115,slice1,spot116,0
116,slice1,spot117,0
117,slice1,spot118,2
118,slice1,spot119,0
119,slice1,spot120,4
120,slice1,spot121,1
121,slice1,spot122,1
122,slice1,spot123,0
123,slice1,spot124,3
124,slice1,spot125,0
125,slice1,spot126,0
126,slice1,spot127,1
127,slice1,spot128,1
128,slice1,spot129,0
129,slice1,spot130,1
130,slice1,spot131,0
131,slice1,spot132,0
132,slice1,spot133,0
133,slice1,spot134,0
134,slice1,spot135,3
135,slice1,spot136,1
136,slice1,spot137,0
137,slice1,spot138,0
138,slice1,spot139,0
139,slice1,spot140,0
140,slice1,spot141,0
141,slice1,spot142,0
142,slice1,spot143,0
143,slice1,spot144,0
144,slice1,spot145,0
145,slice1,spot146,3
146,slice1,spot147,1
147,slice1,spot148,1
148,slice1,spot149,0
149,slice1,spot150,0
150,slice1,spot151,1
151,slice1,spot152,0
152,slice1,spot153,0
153,slice1,spot154,0
154,slice1,spot155,1
155,slice1,spot156,0
156,slice1,spot157,2
157,slice1,spot158,0
158,slice1,spot159,1
159,slice1,spot160,0
160,slice1,spot161,0
161,slice1,spot162,1
162,slice1,spot163,0
163,slice1,spot164,1
164,slice1,spot165,5
165,slice1,spot166,1
166,slice1,spot167,0
167,slice1,spot168,3
168,slice1,spot169,0
169,slice1,spot170,1
170,slice1,spot171,1
171,slice1,spot172,0
172,slice1,spot173,0
173,slice1,spot174,4
174,slice1,spot175,1
175,slice1,spot176,0
