"","x","y"
"spot1",18.9975285553373,38.5914204642177
"spot2",39.7042014752515,98.6296750372276
"spot3",42.2141561517492,96.5056773275137
"spot4",19.1397051909007,7.9183247173205
"spot5",14.5804632571526,80.7815064210445
"spot6",4.96888408670202,7.04399957321584
"spot7",6.66652646614239,60.1126104826108
"spot8",6.68754202779382,69.6700294269249
"spot9",5.86737068369985,89.4456499489024
"spot10",37.8953618579544,78.2389491563663
"spot11",15.5959055060521,54.759374121204
"spot12",39.673826599028,25.200080848299
"spot13",31.0589221771806,33.9302415959537
"spot14",9.1506706434302,12.4084742506966
"spot15",49.7321194736287,12.5280915759504
"spot16",41.8728396994993,6.47129665594548
"spot17",4.32718585943803,41.660261945799
"spot18",20.6025829655118,5.24271654430777
"spot19",47.7927648695186,10.4646228486672
"spot20",44.2999112652615,27.1642133360729
"spot21",28.1435341341421,59.8712971666828
"spot22",32.41127532674,91.4151091594249
"spot23",38.7626672512852,43.8162624835968
"spot24",15.6523846788332,27.5858371984214
"spot25",28.5095486906357,46.1667115101591
"spot26",10.5233211419545,18.4083993546665
"spot27",19.2522686789744,32.173442072235
"spot28",22.8722532163374,17.0066391117871
"spot29",32.5220311409794,9.13380968850106
"spot30",4.11969879642129,45.114059234038
"spot31",47.1524413325824,9.18960000853986
"spot32",23.62543187337,61.7452840553597
"spot33",14.0693136258051,60.3542554657906
"spot34",33.6282807751559,17.778542265296
"spot35",16.0229297820479,72.5609480170533
"spot36",1.610067486763,29.4051988050342
"spot37",14.0579965314828,88.8111128238961
"spot38",42.887711734511,86.3283134065568
"spot39",16.4659558096901,76.260248105973
"spot40",38.833638234064,69.0941023174673
"spot41",27.1958931465633,75.0067107612267
"spot42",27.2636060370132,58.5788222029805
"spot43",19.7779118083417,45.9500021068379
"spot44",32.167458103504,15.2743033599108
"spot45",26.4538452029228,7.43858604691923
"spot46",43.8908310956322,56.9771963171661
"spot47",21.6882530832663,55.4641349008307
"spot48",48.8863271428272,48.0235372437164
"spot49",23.5283442074433,73.6533727496862
"spot50",4.86702413763851,7.06030554138124
"spot51",43.5006538871676,4.79300559964031
"spot52",28.1313655432314,29.8413997981697
"spot53",3.65566583350301,14.6373201860115
"spot54",42.8299505845644,43.8728921348229
"spot55",48.5310420859605,10.0778263993561
